date,long_bond_share_of_defensive,floating_share_of_defensive,total_bond_cash_weight
1964-04-03,0.5,0.5,0.0999999999999998
1964-04-10,0.5,0.5,0.0999999999999998
1964-04-17,0.5,0.5,0.0999999999999998
1964-04-24,0.5,0.5,0.0999999999999998
1964-05-01,0.5,0.5,0.0999999999999998
1964-05-08,0.5,0.5,0.0999999999999998
1964-05-15,0.5,0.5,0.0999999999999998
1964-05-22,0.5,0.5,0.0999999999999998
1964-05-29,0.5,0.5,0.0999999999999998
1964-06-05,0.5,0.5,0.0999999999999998
1964-06-12,0.5,0.5,0.0999999999999998
1964-06-19,0.5,0.5,0.0999999999999998
1964-06-26,0.5,0.5,0.0999999999999998
1964-07-03,0.5,0.5,0.0999999999999998
1964-07-10,0.5,0.5,0.0999999999999998
1964-07-17,0.5,0.5,0.0999999999999998
1964-07-24,0.5,0.5,0.0999999999999998
1964-07-31,0.5,0.5,0.0999999999999998
1964-08-07,0.5,0.5,0.0999999999999998
1964-08-14,0.5,0.5,0.0999999999999998
1964-08-21,0.5,0.5,0.0999999999999998
1964-08-28,0.5,0.5,0.0999999999999998
1964-09-04,0.5,0.5,0.0999999999999998
1964-09-11,0.5,0.5,0.0999999999999998
1964-09-18,0.5,0.5,0.0999999999999998
1964-09-25,0.5,0.5,0.0999999999999998
1964-10-02,0.5,0.5,0.0999999999999998
1964-10-09,0.5,0.5,0.0999999999999998
1964-10-16,0.5,0.5,0.0999999999999998
1964-10-23,0.5,0.5,0.0999999999999998
1964-10-30,0.5,0.5,0.0999999999999998
1964-11-06,0.5,0.5,0.0999999999999998
1964-11-13,0.5,0.5,0.0999999999999998
1964-11-20,0.5,0.5,0.0999999999999998
1964-11-27,0.5,0.5,0.0999999999999998
1964-12-04,0.5,0.5,0.0999999999999998
1964-12-11,0.5,0.5,0.0999999999999998
1964-12-18,0.5,0.5,0.0999999999999998
1964-12-25,0.5,0.5,0.0999999999999998
1965-01-01,0.5,0.5,0.0999999999999998
1965-01-08,0.5,0.5,0.0999999999999998
1965-01-15,0.5,0.5,0.0999999999999998
1965-01-22,0.5,0.5,0.0999999999999998
1965-01-29,0.5,0.5,0.0999999999999998
1965-02-05,0.5,0.5,0.0999999999999998
1965-02-12,0.5,0.5,0.0999999999999998
1965-02-19,0.5,0.5,0.0999999999999998
1965-02-26,0.5,0.5,0.0999999999999998
1965-03-05,0.5,0.5,0.0999999999999998
1965-03-12,0.5,0.5,0.0999999999999998
1965-03-19,0.5,0.5,0.0999999999999998
1965-03-26,0.5,0.5,0.0999999999999998
1965-04-02,0.5,0.5,0.0999999999999998
1965-04-09,0.5,0.5,0.0999999999999998
1965-04-16,0.5,0.5,0.0999999999999998
1965-04-23,0.5,0.5,0.0999999999999998
1965-04-30,0.5,0.5,0.0999999999999998
1965-05-07,0.5,0.5,0.0999999999999998
1965-05-14,0.5,0.5,0.0999999999999998
1965-05-21,0.5,0.5,0.0999999999999998
1965-05-28,0.5,0.5,0.0999999999999998
1965-06-04,0.5,0.5,0.0999999999999998
1965-06-11,0.5,0.5,0.0999999999999998
1965-06-18,0.5,0.5,0.0999999999999998
1965-06-25,0.5,0.5,0.0999999999999998
1965-07-02,0.5,0.5,0.0999999999999998
1965-07-09,0.5,0.5,0.0999999999999998
1965-07-16,0.5,0.5,0.0999999999999998
1965-07-23,0.5,0.5,0.0999999999999998
1965-07-30,0.5,0.5,0.0999999999999998
1965-08-06,0.5,0.5,0.0999999999999998
1965-08-13,0.5,0.5,0.0999999999999998
1965-08-20,0.5,0.5,0.0999999999999998
1965-08-27,0.5,0.5,0.0999999999999998
1965-09-03,0.5,0.5,0.0999999999999998
1965-09-10,0.5,0.5,0.0999999999999998
1965-09-17,0.5,0.5,0.0999999999999998
1965-09-24,0.5,0.5,0.0999999999999998
1965-10-01,0.5,0.5,0.0999999999999998
1965-10-08,0.5,0.5,0.0999999999999998
1965-10-15,0.5,0.5,0.0999999999999998
1965-10-22,0.5,0.5,0.0999999999999998
1965-10-29,0.5,0.5,0.0999999999999998
1965-11-05,0.5,0.5,0.0999999999999998
1965-11-12,0.5,0.5,0.0999999999999998
1965-11-19,0.5,0.5,0.0999999999999998
1965-11-26,0.5,0.5,0.0999999999999998
1965-12-03,0.5,0.5,0.0999999999999998
1965-12-10,0.5,0.5,0.0999999999999998
1965-12-17,0.5,0.5,0.0999999999999998
1965-12-24,0.5,0.5,0.0999999999999998
1965-12-31,0.5,0.5,0.0999999999999998
1966-01-07,0.5,0.5,0.0999999999999998
1966-01-14,0.5,0.5,0.0999999999999998
1966-01-21,0.5,0.5,0.0999999999999998
1966-01-28,0.5,0.5,0.0999999999999998
1966-02-04,0.5,0.5,0.0999999999999998
1966-02-11,0.5,0.5,0.0999999999999998
1966-02-18,0.5,0.5,0.0999999999999998
1966-02-25,0.5,0.5,0.0999999999999998
1966-03-04,0.5,0.5,0.0999999999999998
1966-03-11,0.5,0.5,0.0999999999999998
1966-03-18,0.5,0.5,0.0999999999999998
1966-03-25,0.5,0.5,0.0999999999999998
1966-04-01,0.5,0.5,0.0999999999999998
1966-04-08,0.5,0.5,0.0999999999999998
1966-04-15,0.5,0.5,0.0999999999999998
1966-04-22,0.5,0.5,0.0999999999999998
1966-04-29,0.5,0.5,0.0999999999999998
1966-05-06,0.5,0.5,0.0999999999999998
1966-05-13,0.5,0.5,0.0999999999999998
1966-05-20,0.5,0.5,0.0999999999999998
1966-05-27,0.5,0.5,0.0999999999999998
1966-06-03,0.5,0.5,0.0999999999999998
1966-06-10,0.5,0.5,0.0999999999999998
1966-06-17,0.5,0.5,0.0999999999999998
1966-06-24,0.5,0.5,0.0999999999999998
1966-07-01,0.5,0.5,0.0999999999999998
1966-07-08,0.5,0.5,0.0999999999999998
1966-07-15,0.5,0.5,0.0999999999999998
1966-07-22,0.5,0.5,0.0999999999999998
1966-07-29,0.5,0.5,0.0999999999999998
1966-08-05,0.5,0.5,0.0999999999999998
1966-08-12,0.5,0.5,0.0999999999999998
1966-08-19,0.5,0.5,0.0999999999999998
1966-08-26,0.0,1.0,0.1797543076969504
1966-09-02,0.0,1.0,0.1797543076969504
1966-09-09,0.0,1.0,0.1797543076969504
1966-09-16,0.0,1.0,0.1797543076969504
1966-09-23,0.0,1.0,0.1797543076969504
1966-09-30,0.0,1.0,0.1797543076969504
1966-10-07,0.0,1.0,0.1797543076969504
1966-10-14,0.0,1.0,0.1797543076969504
1966-10-21,0.0,1.0,0.1797543076969504
1966-10-28,0.0,1.0,0.1797543076969504
1966-11-04,0.0,1.0,0.1797543076969504
1966-11-11,0.0,1.0,0.1797543076969504
1966-11-18,0.0,1.0,0.1797543076969504
1966-11-25,0.0,1.0,0.1797543076969504
1966-12-02,0.7500000000000001,0.25,0.1797543076969504
1966-12-09,0.7500000000000001,0.25,0.1797543076969504
1966-12-16,0.7500000000000001,0.25,0.1797543076969504
1966-12-23,0.7500000000000001,0.25,0.1797543076969504
1966-12-30,0.7500000000000001,0.25,0.1797543076969504
1967-01-06,0.7500000000000001,0.25,0.1797543076969504
1967-01-13,0.7500000000000001,0.25,0.1797543076969504
1967-01-20,0.7500000000000001,0.25,0.1797543076969504
1967-01-27,0.7500000000000001,0.25,0.1797543076969504
1967-02-03,0.7500000000000001,0.25,0.1797543076969504
1967-02-10,0.7500000000000001,0.25,0.1797543076969504
1967-02-17,0.7500000000000001,0.25,0.1797543076969504
1967-02-24,0.7500000000000001,0.25,0.1797543076969504
1967-03-03,0.7500000000000001,0.25,0.1797543076969504
1967-03-10,0.7500000000000001,0.25,0.1797543076969504
1967-03-17,0.7500000000000001,0.25,0.1797543076969504
1967-03-24,0.7500000000000001,0.25,0.1797543076969504
1967-03-31,0.7500000000000001,0.25,0.1797543076969504
1967-04-07,0.7500000000000001,0.25,0.1797543076969504
1967-04-14,0.7500000000000001,0.25,0.1797543076969504
1967-04-21,0.7500000000000001,0.25,0.1797543076969504
1967-04-28,0.7500000000000001,0.25,0.1797543076969504
1967-05-05,0.7500000000000001,0.25,0.1797543076969504
1967-05-12,0.7500000000000001,0.25,0.1797543076969504
1967-05-19,0.7500000000000001,0.25,0.1797543076969504
1967-05-26,0.7500000000000001,0.25,0.1797543076969504
1967-06-02,0.7500000000000001,0.25,0.1797543076969504
1967-06-09,0.7500000000000001,0.25,0.1797543076969504
1967-06-16,0.7500000000000001,0.25,0.1797543076969504
1967-06-23,0.7500000000000001,0.25,0.1797543076969504
1967-06-30,0.7500000000000001,0.25,0.1797543076969504
1967-07-07,0.7500000000000001,0.25,0.1797543076969504
1967-07-14,0.7500000000000001,0.25,0.1797543076969504
1967-07-21,0.7500000000000001,0.25,0.1797543076969504
1967-07-28,0.7500000000000001,0.25,0.1797543076969504
1967-08-04,0.7500000000000001,0.25,0.1797543076969504
1967-08-11,0.7500000000000001,0.25,0.1797543076969504
1967-08-18,0.7500000000000001,0.25,0.1797543076969504
1967-08-25,0.7500000000000001,0.25,0.1797543076969504
1967-09-01,0.7500000000000001,0.25,0.1797543076969504
1967-09-08,0.7500000000000001,0.25,0.1797543076969504
1967-09-15,0.7500000000000001,0.25,0.1797543076969504
1967-09-22,0.7500000000000001,0.25,0.1797543076969504
1967-09-29,0.7500000000000001,0.25,0.1797543076969504
1967-10-06,0.7500000000000001,0.25,0.1797543076969504
1967-10-13,0.7500000000000001,0.25,0.1797543076969504
1967-10-20,0.7500000000000001,0.25,0.1797543076969504
1967-10-27,0.7500000000000001,0.25,0.1797543076969504
1967-11-03,0.7500000000000001,0.25,0.1797543076969504
1967-11-10,0.7500000000000001,0.25,0.1797543076969504
1967-11-17,0.7500000000000001,0.25,0.1797543076969504
1967-11-24,0.7500000000000001,0.25,0.1797543076969504
1967-12-01,0.7500000000000001,0.25,0.1797543076969504
1967-12-08,0.7500000000000001,0.25,0.1797543076969504
1967-12-15,0.7500000000000001,0.25,0.1797543076969504
1967-12-22,0.7500000000000001,0.25,0.1797543076969504
1967-12-29,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-01-05,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-01-12,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-01-19,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-01-26,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-02-02,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-02-09,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-02-16,0.2499999999999995,0.7500000000000006,0.0999999999999998
1968-02-23,0.0,1.0,0.1797543076969504
1968-03-01,0.0,1.0,0.1797543076969504
1968-03-08,0.0,1.0,0.1797543076969504
1968-03-15,0.0,1.0,0.1797543076969504
1968-03-22,0.0,1.0,0.1797543076969504
1968-03-29,0.0,1.0,0.1797543076969504
1968-04-05,0.0,1.0,0.1797543076969504
1968-04-12,0.0,1.0,0.1797543076969504
1968-04-19,0.0,1.0,0.1797543076969504
1968-04-26,0.0,1.0,0.1797543076969504
1968-05-03,0.0,1.0,0.1797543076969504
1968-05-10,0.0,1.0,0.1797543076969504
1968-05-17,0.0,1.0,0.1797543076969504
1968-05-24,0.0,1.0,0.1797543076969504
1968-05-31,0.0,1.0,0.1797543076969504
1968-06-07,0.0,1.0,0.1797543076969504
1968-06-14,0.0,1.0,0.1797543076969504
1968-06-21,0.0,1.0,0.1797543076969504
1968-06-28,0.0,1.0,0.1797543076969504
1968-07-05,0.0,1.0,0.1797543076969504
1968-07-12,0.0,1.0,0.1797543076969504
1968-07-19,0.0,1.0,0.1797543076969504
1968-07-26,0.0,1.0,0.1797543076969504
1968-08-02,0.0,1.0,0.1797543076969504
1968-08-09,0.0,1.0,0.1797543076969504
1968-08-16,0.0,1.0,0.1797543076969504
1968-08-23,0.0,1.0,0.1797543076969504
1968-08-30,0.7500000000000001,0.25,0.1797543076969504
1968-09-06,0.7500000000000001,0.25,0.1797543076969504
1968-09-13,0.7500000000000001,0.25,0.1797543076969504
1968-09-20,0.7500000000000001,0.25,0.1797543076969504
1968-09-27,0.7500000000000001,0.25,0.1797543076969504
1968-10-04,0.7500000000000001,0.25,0.1797543076969504
1968-10-11,0.7500000000000001,0.25,0.1797543076969504
1968-10-18,0.7500000000000001,0.25,0.1797543076969504
1968-10-25,0.7500000000000001,0.25,0.1797543076969504
1968-11-01,0.7500000000000001,0.25,0.1797543076969504
1968-11-08,0.7500000000000001,0.25,0.1797543076969504
1968-11-15,0.7500000000000001,0.25,0.1797543076969504
1968-11-22,0.7500000000000001,0.25,0.1797543076969504
1968-11-29,0.7500000000000001,0.25,0.1797543076969504
1968-12-06,0.7500000000000001,0.25,0.1797543076969504
1968-12-13,0.7500000000000001,0.25,0.1797543076969504
1968-12-20,0.7500000000000001,0.25,0.1797543076969504
1968-12-27,0.7500000000000001,0.25,0.1797543076969504
1969-01-03,0.7500000000000001,0.25,0.1797543076969504
1969-01-10,0.7500000000000001,0.25,0.1797543076969504
1969-01-17,0.7500000000000001,0.25,0.1797543076969504
1969-01-24,0.7500000000000001,0.25,0.1797543076969504
1969-01-31,0.7500000000000001,0.25,0.1797543076969504
1969-02-07,0.7500000000000001,0.25,0.1797543076969504
1969-02-14,0.7500000000000001,0.25,0.1797543076969504
1969-02-21,0.7500000000000001,0.25,0.1797543076969504
1969-02-28,0.7500000000000001,0.25,0.1797543076969504
1969-03-07,0.5,0.5,0.35
1969-03-14,0.5,0.5,0.35
1969-03-21,0.5,0.5,0.35
1969-03-28,0.5,0.5,0.35
1969-04-04,0.5,0.5,0.35
1969-04-11,0.5,0.5,0.35
1969-04-18,0.5,0.5,0.35
1969-04-25,0.5,0.5,0.35
1969-05-02,0.5,0.5,0.35
1969-05-09,0.5,0.5,0.35
1969-05-16,0.5,0.5,0.35
1969-05-23,0.5,0.5,0.35
1969-05-30,0.0,1.0,0.35
1969-06-06,0.0,1.0,0.35
1969-06-13,0.0,1.0,0.35
1969-06-20,0.0,1.0,0.1797543076969504
1969-06-27,0.0,1.0,0.1797543076969504
1969-07-04,0.25000000000000006,0.75,0.34999999999999987
1969-07-11,0.25000000000000006,0.75,0.34999999999999987
1969-07-18,0.25000000000000006,0.75,0.34999999999999987
1969-07-25,0.25000000000000006,0.75,0.34999999999999987
1969-08-01,0.25,0.7500000000000001,0.1797543076969504
1969-08-08,0.25,0.7500000000000001,0.1797543076969504
1969-08-15,0.25000000000000006,0.75,0.34999999999999987
1969-08-22,0.25,0.7500000000000001,0.1797543076969504
1969-08-29,0.0,1.0,0.35
1969-09-05,0.0,1.0,0.35
1969-09-12,0.0,1.0,0.35
1969-09-19,0.0,1.0,0.35
1969-09-26,0.0,1.0,0.35
1969-10-03,0.0,1.0,0.35
1969-10-10,0.0,1.0,0.35
1969-10-17,0.0,1.0,0.35
1969-10-24,0.0,1.0,0.35
1969-10-31,0.5,0.5,0.1797543076969504
1969-11-07,0.5,0.5,0.1797543076969504
1969-11-14,0.5,0.5,0.1797543076969504
1969-11-21,0.5,0.5,0.1797543076969504
1969-11-28,0.5,0.5,0.1797543076969504
1969-12-05,0.5,0.5,0.1797543076969504
1969-12-12,0.5,0.5,0.1797543076969504
1969-12-19,0.5,0.5,0.1797543076969504
1969-12-26,0.5,0.5,0.1797543076969504
1970-01-02,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-01-09,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-01-16,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-01-23,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-01-30,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-02-06,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-02-13,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-02-20,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-02-27,0.5,0.5,0.4499999999999998
1970-03-06,0.5,0.5,0.4499999999999998
1970-03-13,0.5,0.5,0.4499999999999998
1970-03-20,0.5,0.5,0.4499999999999998
1970-03-27,0.5,0.5,0.4499999999999998
1970-04-03,0.5,0.5,0.4499999999999998
1970-04-10,0.5,0.5,0.4499999999999998
1970-04-17,0.5,0.5,0.4499999999999998
1970-04-24,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-05-01,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-05-08,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-05-15,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-05-22,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-05-29,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-06-05,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-06-12,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-06-19,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-06-26,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-07-03,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-07-10,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-07-17,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-07-24,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-07-31,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-08-07,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-08-14,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-08-21,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-08-28,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-09-04,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-09-11,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-09-18,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-09-25,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-10-02,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-10-09,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-10-16,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-10-23,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-10-30,0.7500000000000001,0.2499999999999999,0.44999999999999984
1970-11-06,0.75,0.24999999999999992,0.646420974363617
1970-11-13,0.75,0.24999999999999992,0.646420974363617
1970-11-20,0.75,0.24999999999999992,0.646420974363617
1970-11-27,0.75,0.24999999999999992,0.646420974363617
1970-12-04,0.75,0.24999999999999992,0.646420974363617
1970-12-11,0.75,0.24999999999999992,0.646420974363617
1970-12-18,0.75,0.24999999999999992,0.646420974363617
1970-12-25,0.75,0.24999999999999992,0.646420974363617
1971-01-01,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-01-08,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-01-15,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-01-22,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-01-29,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-02-05,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-02-12,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-02-19,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-02-26,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-03-05,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-03-12,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-03-19,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-03-26,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-04-02,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-04-09,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-04-16,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-04-23,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-04-30,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-05-07,0.5,0.5,0.446420974363617
1971-05-14,0.5,0.5,0.446420974363617
1971-05-21,0.5,0.5,0.446420974363617
1971-05-28,0.5,0.5,0.446420974363617
1971-06-04,0.5,0.5,0.446420974363617
1971-06-11,0.5,0.5,0.446420974363617
1971-06-18,0.5,0.5,0.446420974363617
1971-06-25,0.5,0.5,0.446420974363617
1971-07-02,0.5,0.5,0.446420974363617
1971-07-09,0.5,0.5,0.446420974363617
1971-07-16,0.5,0.5,0.446420974363617
1971-07-23,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-07-30,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-08-06,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-08-13,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-08-20,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-08-27,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-09-03,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-09-10,0.2499999999999999,0.7500000000000001,0.446420974363617
1971-09-17,0.5,0.5,0.446420974363617
1971-09-24,0.5,0.5,0.446420974363617
1971-10-01,0.5,0.5,0.446420974363617
1971-10-08,0.5,0.5,0.446420974363617
1971-10-15,0.5,0.5,0.446420974363617
1971-10-22,0.5,0.5,0.446420974363617
1971-10-29,0.5,0.5,0.446420974363617
1971-11-05,0.5,0.5,0.446420974363617
1971-11-12,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-11-19,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-11-26,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-12-03,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-12-10,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-12-17,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-12-24,0.7500000000000001,0.2499999999999999,0.446420974363617
1971-12-31,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-01-07,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-01-14,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-01-21,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-01-28,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-02-04,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-02-11,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-02-18,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-02-25,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-03-03,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-03-10,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-03-17,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-03-24,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-03-31,0.7500000000000001,0.2499999999999999,0.446420974363617
1972-04-07,0.5,0.5,0.446420974363617
1972-04-14,0.5,0.5,0.446420974363617
1972-04-21,0.5,0.5,0.446420974363617
1972-04-28,0.5,0.5,0.446420974363617
1972-05-05,0.5,0.5,0.446420974363617
1972-05-12,0.5,0.5,0.446420974363617
1972-05-19,0.5,0.5,0.446420974363617
1972-05-26,0.5,0.5,0.4019765299191726
1972-06-02,0.5,0.5,0.4019765299191726
1972-06-09,0.5,0.5,0.4019765299191726
1972-06-16,0.5,0.5,0.4019765299191726
1972-06-23,0.5,0.5,0.3575320854747282
1972-06-30,0.5,0.5,0.3575320854747282
1972-07-07,0.7500000000000002,0.24999999999999983,0.3575320854747282
1972-07-14,0.7500000000000002,0.24999999999999983,0.3575320854747282
1972-07-21,0.7500000000000001,0.24999999999999992,0.3130876410302837
1972-07-28,0.7500000000000001,0.24999999999999992,0.3130876410302837
1972-08-04,0.7500000000000001,0.24999999999999992,0.3130876410302837
1972-08-11,0.7500000000000001,0.24999999999999992,0.3130876410302837
1972-08-18,0.75,0.25,0.2686431965858392
1972-08-25,0.75,0.25,0.2686431965858392
1972-09-01,0.75,0.25,0.2686431965858392
1972-09-08,0.75,0.25,0.2686431965858392
1972-09-15,0.75,0.25,0.2241987521413948
1972-09-22,0.75,0.25,0.2241987521413948
1972-09-29,0.75,0.25,0.2241987521413948
1972-10-06,0.75,0.25,0.2241987521413948
1972-10-13,0.7500000000000001,0.25,0.1797543076969504
1972-10-20,0.7500000000000001,0.25,0.1797543076969504
1972-10-27,0.5,0.5,0.1797543076969504
1972-11-03,0.5,0.5,0.1797543076969504
1972-11-10,0.5,0.5,0.1797543076969504
1972-11-17,0.5,0.5,0.1797543076969504
1972-11-24,0.5,0.5,0.1797543076969504
1972-12-01,0.5,0.5,0.1797543076969504
1972-12-08,0.5,0.5,0.1797543076969504
1972-12-15,0.5,0.5,0.1797543076969504
1972-12-22,0.5,0.5,0.1797543076969504
1972-12-29,0.5,0.5,0.1797543076969504
1973-01-05,0.5,0.5,0.1797543076969504
1973-01-12,0.5,0.5,0.1797543076969504
1973-01-19,0.5,0.5,0.1797543076969504
1973-01-26,0.5,0.5,0.1797543076969504
1973-02-02,0.5,0.5,0.1797543076969504
1973-02-09,0.5,0.5,0.1797543076969504
1973-02-16,0.5,0.5,0.1797543076969504
1973-02-23,0.5,0.5,0.1797543076969504
1973-03-02,0.5,0.5,0.1797543076969504
1973-03-09,0.5,0.5,0.1797543076969504
1973-03-16,0.5,0.5,0.1797543076969504
1973-03-23,0.5,0.5,0.1797543076969504
1973-03-30,0.5,0.5,0.1797543076969504
1973-04-06,0.5,0.5,0.1797543076969504
1973-04-13,0.5,0.5,0.1797543076969504
1973-04-20,0.5,0.5,0.1797543076969504
1973-04-27,0.5,0.5,0.1797543076969504
1973-05-04,0.5,0.5,0.1797543076969504
1973-05-11,0.0,1.0,0.35
1973-05-18,0.0,1.0,0.35
1973-05-25,0.0,1.0,0.35
1973-06-01,0.0,1.0,0.35
1973-06-08,0.0,1.0,0.35
1973-06-15,0.0,1.0,0.35
1973-06-22,0.0,1.0,0.35
1973-06-29,0.0,1.0,0.35
1973-07-06,0.0,1.0,0.35
1973-07-13,0.0,1.0,0.35
1973-07-20,0.0,1.0,0.35
1973-07-27,0.0,1.0,0.35
1973-08-03,0.0,1.0,0.35
1973-08-10,0.0,1.0,0.35
1973-08-17,0.0,1.0,0.35
1973-08-24,0.0,1.0,0.35
1973-08-31,0.0,1.0,0.35
1973-09-07,0.0,1.0,0.1797543076969504
1973-09-14,0.0,1.0,0.1797543076969504
1973-09-21,0.0,1.0,0.1797543076969504
1973-09-28,0.0,1.0,0.1797543076969504
1973-10-05,0.0,1.0,0.1797543076969504
1973-10-12,0.0,1.0,0.1797543076969504
1973-10-19,0.0,1.0,0.1797543076969504
1973-10-26,0.0,1.0,0.1797543076969504
1973-11-02,0.0,1.0,0.1797543076969504
1973-11-09,0.0,1.0,0.1797543076969504
1973-11-16,0.0,1.0,0.1797543076969504
1973-11-23,0.0,1.0,0.1797543076969504
1973-11-30,0.7500000000000001,0.25,0.1797543076969504
1973-12-07,0.7500000000000001,0.25,0.1797543076969504
1973-12-14,0.7500000000000001,0.25,0.1797543076969504
1973-12-21,0.7500000000000001,0.25,0.1797543076969504
1973-12-28,0.7500000000000001,0.25,0.1797543076969504
1974-01-04,0.7500000000000001,0.2499999999999999,0.44999999999999984
1974-01-11,0.7500000000000001,0.2499999999999999,0.44999999999999984
